longitude,latitude,t,x1,x2,y
4,8,0,0.5781364298824675,0.8696358174378072,10.643050869248917
5,8,0,0.8539337505004864,0.9809946801858267,12.285060747078933
6,8,0,0.06809727353795003,0.7491782709821655,7.80936344336638
7,8,0,0.46453080777933253,0.5770106605516356,10.283371055101439
8,8,0,0.7819491186191484,0.02573069722647492,8.966459014843714
9,8,0,0.7186028103822503,0.996612204499,12.481468177017982
10,8,0,0.5860219800531759,0.9429686133491813,11.627180880747515
11,8,0,0.037094413234407875,0.8358333441720264,7.042335929640879
0,9,0,0.350656391283133,0.33798216924245283,8.14072155743663
1,9,0,0.563190684492745,0.7930204735387772,8.966986736004792
2,9,0,0.29972987242456284,0.6955254885973183,8.375174826319865
3,9,0,0.5123341532735493,0.09245543915764765,8.06256978668152
4,9,0,0.6734669252847205,0.1307362543128031,9.814169093443471
5,9,0,0.1591937333780935,0.524007044115405,5.7024816328635435
6,9,0,0.05047767015399762,0.5702106149287343,7.55912204193904
7,9,0,0.33781588706467947,0.28918973101976564,7.112918309626541
8,9,0,0.10806377277945256,0.9568459913362191,9.717828443322295
9,9,0,0.17890280857109042,0.14228237334209703,5.982412577261486
10,9,0,0.8858270961677057,0.31139319363981544,11.101959441795946
11,9,0,0.3653649712141158,0.6144858430855616,8.96335635678233
0,10,0,0.21876934917953672,0.086518340143387,5.863741484543966
1,10,0,0.7524961702186028,0.019483350451443893,9.442575196517975
2,10,0,0.10687958439356915,0.9999898060044072,9.511821919545513
3,10,0,0.7446032407755606,0.5438995748592989,10.430485707195773
4,10,0,0.46978529344049447,0.6479874905562365,8.383087807700022
5,10,0,0.5982556712791092,0.49820892327941146,9.340403568717448
6,10,0,0.14762019228529766,0.5590529760622805,7.634679632297665
7,10,0,0.18403482209315125,0.05346884668168028,6.8671833733225
8,10,0,0.6450721264682419,0.789637248237339,12.53403262380678
9,10,0,0.048628006263405577,0.5292068933311702,6.15288920739782
10,10,0,0.24861250780276944,0.2739721363104243,5.120745255186913
11,10,0,0.5424085162280042,0.02030277302544581,8.850051616207253
0,11,0,0.2267733432700092,0.18413941145941148,7.308955226785988
1,11,0,0.3814115349046321,0.33014807916943245,7.887607078105285
2,11,0,0.9222327869035463,0.9889070378343886,11.907787025821596
3,11,0,0.9253568728677768,0.899783681760552,13.149303812248125
4,11,0,0.566749924575,0.5653246584426693,8.72813077065253
5,11,0,0.5334708849890026,0.7076454506549137,10.077050581913678
6,11,0,0.014860024633228108,0.36338873608943567,6.643026396345346
7,11,0,0.977899263402005,0.20153045930104707,12.236849247185296
8,11,0,0.5730289040331858,0.7496183566095993,10.595680153755154
9,11,0,0.791756996276624,0.26444104700912496,10.198346454461193
10,11,0,0.5615573602763689,0.6742259418398227,11.228186930889688
11,11,0,0.8773352415649347,0.2779066721719796,9.988797298654902
0,0,1,0.5841958285306755,0.6227927778095614,9.957791415958175
1,0,1,0.7088498263689552,0.7916851207377161,10.753187782534157
2,0,1,0.14853345135645857,0.42519755149135885,7.106839826990906
3,0,1,0.4284507389678964,0.09757631377695786,6.133084177679064
4,0,1,0.6938900663424117,0.42534802334409005,9.867892815010507
5,0,1,0.10461974452285316,0.7146019424816038,8.270696401559002
6,0,1,0.4396052377745905,0.7604593963908357,10.036702296819366
7,0,1,0.16620214770453368,0.547861287122224,9.31166937290954
8,0,1,0.5069786292640474,0.806551731427299,8.632687414608602
9,0,1,0.8190358641362125,0.8976235506641399,11.830049035858652
10,0,1,0.09010673472443853,0.837475405322677,8.377685262506153
11,0,1,0.8000687506941452,0.3148051606682627,8.945914009020507
0,1,1,0.5651263539578045,0.5383387868462877,9.278454886606887
1,1,1,0.5893477116806074,0.5869304003979678,15.95704015926109
2,1,1,0.1981006572162689,0.9304551079388524,26.998903647161725
3,1,1,0.4361182553388343,0.7423349333615793,27.681955616783654
4,1,1,0.29590376222083736,0.7437351466248614,32.18492238438416
5,1,1,0.03755767594167769,0.20360157260717837,12.513476337629818
6,1,1,0.030684840372946276,0.2505884199600942,15.336003148711296
7,1,1,0.45310500020123345,0.49024553437887664,25.241671493295765
8,1,1,0.7448640769500677,0.144728966583754,12.933900669228532
9,1,1,0.557295406236397,0.6285692473489818,25.36926269645552
10,1,1,0.3851135995654865,0.6366624500674968,20.770323570112254
11,1,1,0.1680727975326186,0.5259820200687467,12.850028443335184
0,2,1,0.8382613207036929,0.6229188777968119,12.113383098328285
1,2,1,0.5990517974614926,0.1108941671517305,9.620157369601534
2,2,1,0.7827148182449711,0.9981887673808209,44.87630805737124
3,2,1,0.8485091818947146,0.695013205184841,43.25914154019043
4,2,1,0.6031629758620348,0.8430025598280413,57.23271992057741
5,2,1,0.7810606172902821,0.06877934668725594,11.801155083824066
6,2,1,0.6157368760335693,0.1865271289078707,18.571504108344154
7,2,1,0.021165191172154985,0.834327304480662,56.33088362180401
8,2,1,0.750464610487491,0.6973326180719766,48.27056914628316
9,2,1,0.1760421332836939,0.7337671453471607,40.903115335815684
10,2,1,0.458514206237273,0.06550764176187263,10.392237639534631
11,2,1,0.5131227077322451,0.3121230981253994,13.450449292550497
0,3,1,0.4840208902868258,0.695656664836412,9.869772666866574
1,3,1,0.8443857945393476,0.3669402084032456,17.043443713365782
2,3,1,0.1748138948221194,0.9234219334387136,51.11482485875777
3,3,1,0.0146348751032499,0.4627697526924629,37.24748568400988
4,3,1,0.8487640718112321,0.10224532398210873,17.24901373354468
5,3,1,0.7426745772994341,0.2849527838404887,30.95064005194567
6,3,1,0.4566975353201722,0.4057823573720447,42.39477634243612
7,3,1,0.41689840704937775,0.18238603082813143,21.9677026996152
8,3,1,0.11672951094696327,0.412660297610816,36.31147827053839
9,3,1,0.3386791329893397,0.856733381427474,63.6181839049726
10,3,1,0.09465904074365306,0.6539807660395075,37.344834936023666
11,3,1,0.7158308727513142,0.5551732967298979,24.878143609970497
0,4,1,0.07708540441603862,0.4380490943165041,7.674751755773152
1,4,1,0.20595025836897252,0.889643380848384,35.86721230986745
2,4,1,0.5737762314512022,0.4817776492498722,35.02947401672695
3,4,1,0.293831555203768,0.5983094652632307,50.81562590213466
4,4,1,0.6557267427145982,0.2623658934182619,30.02894981418563
5,4,1,0.8035683477432196,0.23962451838010246,31.704605326208963
6,4,1,0.35121350299640874,0.00884989893626087,7.966573718178344
7,4,1,0.09344037694376706,0.9057841488055146,95.2063238847143
8,4,1,0.8133160836708041,0.24524862385794655,29.021105214531165
9,4,1,0.7848667182769469,0.9715877319119964,84.24212858920072
10,4,1,0.3934191124365154,0.26277368049984917,22.1960541202684
11,4,1,0.8644791938019533,0.7770402747102846,35.261822941099325
0,5,1,0.38403076811573245,0.6565242488306049,7.938168046244353
1,5,1,0.2573028872050038,0.5284852136062448,25.449626617650182
2,5,1,0.8294019198272359,0.18581485402229525,20.07634367741794
3,5,1,0.7363827038385634,0.8242536596595306,78.30274204940514
4,5,1,0.5076009080549594,0.9554458372087256,101.68015035612088
5,5,1,0.644326615041417,0.1590267262839623,24.449805097422946
6,5,1,0.2131865653786481,0.19113372119268768,27.543328198803763
7,5,1,0.8957089487035581,0.42460309756334735,56.340373662786796
8,5,1,0.9659462515078151,0.04942317267934371,15.250624530091832
9,5,1,0.31700156230578813,0.04736407775805307,11.9889421599903
10,5,1,0.8655526182272831,0.10039335597411381,16.967288291945987
11,5,1,0.310283706940119,0.148547004864091,10.522076252759097
0,6,1,0.025263945431817092,0.08559375207975017,6.499397892610264
1,6,1,0.049195157773728626,0.20048648297828264,12.86642725939917
2,6,1,0.1846268380142655,0.6489544762617869,46.486430536638764
3,6,1,0.06903334161725405,0.5852508837176688,55.984881366477666
4,6,1,0.2574754234045431,0.377522301265826,45.88009315191427
5,6,1,0.9135817315706746,0.7781909237873594,95.1072316007127
6,6,1,0.4578495119744105,0.18402139298390485,29.378481236101912
7,6,1,0.13021178947959489,0.48727421940754756,60.76239900343262
8,6,1,0.8098916654001787,0.22740266992205715,32.08335453287336
9,6,1,0.40346984048066603,0.6912288925968697,66.9672799829153
10,6,1,0.02443264498316411,0.7009324913798166,50.829249449952705
11,6,1,0.8568310426277526,0.9405157919495809,46.08359851423774
0,7,1,0.2742948190153962,0.1647751132024612,7.162164578665203
1,7,1,0.7091059640719906,0.11935474968094462,11.42867644643675
2,7,1,0.3557723428236633,0.9483645453381828,65.76219681817618
3,7,1,0.7943090618265342,0.11233947703255587,20.897720235447856
4,7,1,0.8446188611438505,0.9242272640150532,102.07024008327183
5,7,1,0.5381475171399585,0.7846288955696303,93.5400481866085
6,7,1,0.5590865164032583,0.18559294073078592,29.93550909890881
7,7,1,0.12250998143741987,0.8305064675822286,95.83094250538055
8,7,1,0.37764191857408025,0.02848056587457981,10.651545465595737
9,7,1,0.4287473291290427,0.5621756712314012,53.70209865103278
10,7,1,0.5112086462854654,0.4136269131120688,34.598317089615016
11,7,1,0.8917625699356942,0.35198864124522944,24.694489612484524
0,8,1,0.3002106115940131,0.7799360113989157,6.693482724465392
1,8,1,0.3964418788784505,0.43700717481978757,22.28372511404985
2,8,1,0.7932732330276141,0.819358467518517,55.5199320420292
3,8,1,0.41227607735340066,0.009406812625449512,6.879929738918852
4,8,1,0.18486754999091237,0.5327024186084796,54.51528503474357
5,8,1,0.8402473160883905,0.6398490954260115,73.05476078215945
6,8,1,0.5692713997012885,0.32573240418057636,41.44840488308515
7,8,1,0.060050205550819635,0.8534213204353883,91.02667298189176
8,8,1,0.9889169741962012,0.6788630404199507,71.93510730046094
9,8,1,0.22878233320196528,0.1737116431972744,19.719456191517597
10,8,1,0.6147017129801696,0.33537126000813644,27.792433028199593
11,8,1,0.3680266808354594,0.1268993925657509,12.990236638103774
0,9,1,0.8027759363482464,0.5798735177443395,11.15950329867872
1,9,1,0.6275618527056289,0.8622107475596431,30.95933601272736
2,9,1,0.8212164761982603,0.9911988496391825,59.474917418846246
3,9,1,0.28825313879221637,0.5527702746550726,42.43797619195135
4,9,1,0.2747951315927687,0.04320273618352122,10.600156205770956
5,9,1,0.60105189113251,0.8123342963358758,78.15291932191343
6,9,1,0.9385141972093375,0.5007629131321141,53.284141869865174
7,9,1,0.7072963093414373,0.15361949182403334,21.978924997003322
8,9,1,0.26340316495675753,0.1182076776850719,16.49873451006008
9,9,1,0.12233592111500502,0.764703550471804,56.41556984472201
10,9,1,0.45872422918986366,0.045799540111397086,9.686792078201279
11,9,1,0.9748124993966691,0.3054179099340708,20.89364966969678
0,10,1,0.6805743744444447,0.8427434543162401,11.790125946584512
1,10,1,0.19325373228646103,0.6259357119474571,18.24525064905635
2,10,1,0.046739227161395,0.5298914376442526,25.141024489329816
3,10,1,0.9526439367706239,0.9161501925121092,55.98368026133902
4,10,1,0.8586490154684265,0.4969504379056804,37.81398326990089
5,10,1,0.8279031757485712,0.45625968113998994,38.88427089036912
6,10,1,0.9639005228382829,0.9469568118488475,72.66504467883576
7,10,1,0.5989364490726748,0.03796207881311908,12.452295440155703
8,10,1,0.9309158358477515,0.5897775652355939,43.55955858199138
9,10,1,0.1467688142787268,0.7734569322728236,43.731835389253064
10,10,1,0.11396030875469221,0.5584709101615144,26.193809326522217
11,10,1,0.37202890217383444,0.1852230059142771,13.3437438146006
0,11,1,0.7665601265709068,0.36744678976177947,10.31309627827636
1,11,1,0.32114203146495945,0.6900150631232679,15.635462417893573
2,11,1,0.6380350813446267,0.7731518741359212,23.08995713752372
3,11,1,0.009221101669878884,0.34912537458948045,15.1931428753591
4,11,1,0.543465038474916,0.1709133857024866,13.890144665665968
5,11,1,0.33775464688518353,0.13747958011812222,12.455530327875426
6,11,1,0.8980243088495153,0.664095105359734,35.709042790842716
7,11,1,0.9407070384832232,0.7710649587420478,38.70824040927665
8,11,1,0.3841218491535694,0.9962079319111661,39.69684390938726
9,11,1,0.39611779234059696,0.7229867591675645,27.511194201710946
10,11,1,0.897279944819348,0.7590563174316188,25.506829885924347
11,11,1,0.058822368101847045,0.017267460477273566,4.404153886518991
0,0,2,0.40537928842956905,0.4925750669418595,8.779110613121258
1,0,2,0.1301755406309124,0.6809995305980964,8.446607214896378
2,0,2,0.08696940892461757,0.040766766137549704,5.027183972975474
3,0,2,0.7839642869589878,0.3005275479442364,8.376060331995093
4,0,2,0.3045733553466201,0.491532843254729,7.5548199993743035
5,0,2,0.584055872555269,0.7006624453094809,10.301715826105623
6,0,2,0.8784661784266631,0.0026875257677486664,7.10351135237609
7,0,2,0.8807920606135405,0.06724269723561838,8.97410750558214
8,0,2,0.6009542072456764,0.2568266140250952,7.266333467999887
9,0,2,0.6452277456840332,0.2810589790630953,8.40252741017477
10,0,2,0.05662820283810621,0.04715918090954996,6.09067940895946
11,0,2,0.2974840969759218,0.10514844793562628,7.999425475313068
0,1,2,0.6917746075764666,0.242573228869017,6.602037554071571
1,1,2,0.18902945285563533,0.97213722338445,28.273122463368825
2,1,2,0.8030075367168978,0.9946992841538493,46.38520895277506
3,1,2,0.5147637498567128,0.6426478563161104,38.24878919750715
4,1,2,0.7572860403156148,0.9443973780862965,61.760717744455675
5,1,2,0.17778874861709792,0.9739710964682843,68.87553765865756
6,1,2,0.08262029129549275,0.8744662062692684,60.8849480381243
7,1,2,0.4820719697228585,0.9649642352641744,67.85133059942383
8,1,2,0.5288538793621261,0.38467388736776364,28.275624755209623
9,1,2,0.696308271808997,0.3440255780529812,26.002912488296573
10,1,2,0.20476161403019622,0.013936918095424189,7.4574280401525055
11,1,2,0.6713723299573634,0.24294765260025586,13.653906727267733
0,2,2,0.7932693253264206,0.5956296385581467,9.370904984422697
1,2,2,0.04173781251696107,0.22577418851378228,14.65338717993268
2,2,2,0.9633575057214909,0.658829620882661,50.59334616089996
3,2,2,0.9753927171733328,0.46181318303934416,49.618676674356614
4,2,2,0.5506607842218151,0.38843443278524337,46.19878432007617
5,2,2,0.06490698240660964,0.17044915600231492,24.187332680993194
6,2,2,0.34523678986185746,0.6217123066813365,78.90119848356804
7,2,2,0.02042996881149528,0.8531893781708075,99.94359556711225
8,2,2,0.800851809783616,0.3198429993394145,43.658355725605524
9,2,2,0.20792709813215138,0.7754004894269576,74.075743092171
10,2,2,0.14325251090518198,0.9218601916638659,64.44451273961596
11,2,2,0.6998939845292528,0.9474717668601816,43.949896162060355
0,3,2,0.05794980601005473,0.2298906628017825,4.790287594670333
1,3,2,0.25660756684899655,0.6759443868314285,39.45457287615763
2,3,2,0.510331784548845,0.34219838418009185,39.40425717888281
3,3,2,0.995258784820256,0.7024458802427738,90.0915322104798
4,3,2,0.14651567931680165,0.9613582713472396,136.3255659838892
5,3,2,0.4495147775986764,0.13124076674765894,27.330542878801815
6,3,2,0.6014403761828062,0.5324095460493244,89.37523643173677
7,3,2,0.09727249413988015,0.29100958713580516,49.80346574897477
8,3,2,0.28873488054197527,0.1661800080623651,31.58018712018734
9,3,2,0.7207999019074071,0.5084696301173292,67.64369871029653
10,3,2,0.5508060640409488,0.09535754737240687,15.873022087230323
11,3,2,0.8385770150538873,0.8558291528786064,53.95690171487172
0,4,2,0.5803313514679765,0.08237653716869697,7.953535139027283
1,4,2,0.1845717366096261,0.11338917280232752,10.231377965205535
2,4,2,0.6155021170585407,0.21938577908968748,32.38961330059249
3,4,2,0.8869550884686104,0.4280966945226107,67.2169724979467
4,4,2,0.5167892778204419,0.8794173123165211,149.54663741292853
5,4,2,0.6261436691264234,0.9022681289579321,168.07008064193084
6,4,2,0.5050591175564612,0.6244287695863071,120.82197550956411
7,4,2,0.9096625765865544,0.7725628746724948,147.86329866297677
8,4,2,0.4133046555645703,0.8249898742919798,143.13133710961625
9,4,2,0.535468716291723,0.5649971977229534,86.0982110652886
10,4,2,0.3426431255645266,0.2085392944492538,29.267199277706798
11,4,2,0.1295767771432601,0.30116914573351683,24.587482869653776
0,5,2,0.6628217513999888,0.4203852538851671,9.26450547526951
1,5,2,0.9356700019956495,0.23832912013195684,22.363685313262984
2,5,2,0.612729181929054,0.05977141776833916,14.829280374812617
3,5,2,0.8427384994497643,0.8221844266795411,133.53827404571942
4,5,2,0.21790843620284273,0.3260034510457982,63.573275685682916
5,5,2,0.9031717397299215,0.48785573243001923,101.64773199440961
6,5,2,0.009769977119685747,0.3235258553988004,70.09613880945939
7,5,2,0.22581272666343477,0.6884945501031505,140.51128107786263
8,5,2,0.13205512727198687,0.48144388596961374,91.95778536162987
9,5,2,0.907542946516051,0.15915624968492925,34.33414130001768
10,5,2,0.910230636659763,0.8466507924492498,106.00143626109109
11,5,2,0.5810579071349049,0.4491409694986328,37.03002893334699
0,6,2,0.08749305252390538,0.00497357231508766,5.679687154937933
1,6,2,0.11687943957439817,0.263526190519663,23.784803982991242
2,6,2,0.7710712553078545,0.10847552390688298,20.690754551271674
3,6,2,0.732795268796522,0.050663101972948654,15.527470765276794
4,6,2,0.0871283569325122,0.7629839140472392,146.78658335130075
5,6,2,0.3574631981198847,0.6298547852260574,133.92098097320832
6,6,2,0.7732116217522615,0.2645945245930398,64.76316498584741
7,6,2,0.13147160161175608,0.011431975289151297,7.097418511493701
8,6,2,0.5378324338539741,0.7397877712660701,143.5574180670549
9,6,2,0.7547235662269491,0.29053170979226695,53.3919846758185
10,6,2,0.27252617599113516,0.7070388608494226,87.91758003089863
11,6,2,0.5665169959073283,0.9344120679294297,69.81582722472072
0,7,2,0.47668497071666194,0.29347039793277685,5.9861737711246015
1,7,2,0.5566206925418394,0.5543017982924915,44.45875774434931
2,7,2,0.4407370574138011,0.18974755754865358,28.39381482557868
3,7,2,0.6937373642619117,0.5668653083373365,91.90339782432444
4,7,2,0.7182371803196472,0.8300176917062079,156.00574392677493
5,7,2,0.7563823578955985,0.7632771411748138,158.2135463128084
6,7,2,0.037322009011339086,0.9489459948992098,194.19798788432965
7,7,2,0.6788353968929813,0.54730442287427,116.52955751604036
8,7,2,0.4772208009079344,0.6613208036095481,124.52949289512189
9,7,2,0.10017138767093214,0.5581500724839589,88.97017472509546
10,7,2,0.6141962337146903,0.10818225548545957,20.692591193094415
11,7,2,0.8379145089661961,0.43563471380977703,37.20643268649411
0,8,2,0.7338940376588334,0.11257784152832861,8.116426916480357
1,8,2,0.32156558271190727,0.36838371727218233,26.96627738282421
2,8,2,0.06785531108690035,0.6928692593534546,76.72986717487177
3,8,2,0.03733023706427252,0.4022346377344803,60.91913304462116
4,8,2,0.5591253039604821,0.9297040680215122,160.0340896735222
5,8,2,0.16085269926854784,0.43044661269755624,84.00107734972092
6,8,2,0.26788818570209183,0.03467531549841696,11.447942658719503
7,8,2,0.23571195643599696,0.7075776250257506,131.36729183162504
8,8,2,0.0193474616178273,0.2545449694236297,46.182476588565834
9,8,2,0.15168642439497915,0.24262389120439032,38.7037427643648
10,8,2,0.03390251313256176,0.32058978584501696,38.340462838517404
11,8,2,0.9818348580878782,0.10688499943755958,18.01214991809242
0,9,2,0.3604853101540587,0.677375946733831,8.218408173285594
1,9,2,0.8254645285620169,0.8607290516094969,50.94284109629857
2,9,2,0.4122374085174553,0.4375167250893841,45.852951943904834
3,9,2,0.2531791463099399,0.003296943997985302,7.766539346418598
4,9,2,0.23671087648016043,0.8612626995690301,125.26102215644806
5,9,2,0.7731155992767138,0.231726978229573,43.76246401709136
6,9,2,0.6712569051256316,0.4414071587046976,79.48509350798427
7,9,2,0.706330885200667,0.24249807700014436,45.27812916601893
8,9,2,0.8531554131904021,0.05682990731532356,17.557257283901066
9,9,2,0.5220495668360079,0.5325588391819078,68.69559084666662
10,9,2,0.44276965332145124,0.0760796574757221,13.333579987727719
11,9,2,0.5537484412555037,0.09838560457460166,15.277320144802019
0,10,2,0.65199484840611,0.8665831232694369,10.00731694942961
1,10,2,0.7885538744752403,0.09732051135476627,11.586819165350098
2,10,2,0.8922694516926879,0.5578448789033136,47.68643131838591
3,10,2,0.30910515867905375,0.037977209419459035,8.391002335193244
4,10,2,0.13560977226706927,0.7133486577863956,78.92771498886246
5,10,2,0.7509266518441873,0.08054922885483773,18.03205322097102
6,10,2,0.5268332215370758,0.2405284061606514,35.599845828884206
7,10,2,0.7847385807604741,0.7714276217750032,97.86372983786804
8,10,2,0.4299261028565723,0.4577245428892006,56.62712245053763
9,10,2,0.838846587613526,0.10407175512683964,21.48026236652145
10,10,2,0.5373540254236295,0.2745672559330099,26.84268882226981
11,10,2,0.2504239331501743,0.29699380038698975,18.33860020537869
0,11,2,0.058894011440773775,0.41342231347708647,7.5077056213731606
1,11,2,0.09194928490764764,0.4634212801025144,14.721271393079833
2,11,2,0.17419994314144638,0.24910754894118703,16.459849369802807
3,11,2,0.43925435059827533,0.838359433233612,47.34644778117782
4,11,2,0.8109342250751058,0.20454712592909963,23.016547626700724
5,11,2,0.9104021236063347,0.04629914299251947,14.022645615383102
6,11,2,0.5760907120119877,0.620693649836834,47.55778898624718
7,11,2,0.2911544297803492,0.6313182507972159,47.23959521857881
8,11,2,0.6517863717812156,0.08895771255519258,15.472715229867777
9,11,2,0.6379207007555681,0.9063343630682994,52.87107805388952
10,11,2,0.5035747397173306,0.6652986090208485,34.23589966112002
11,11,2,0.9655527156217962,0.49178821236184533,19.796973473045817
0,0,3,0.8066911496104903,0.36940361717036285,7.6872922538312
1,0,3,0.9285193564036172,0.5702178274665125,10.213018490154633
2,0,3,0.613935126664438,0.11778618382479866,6.045239015519433
3,0,3,0.9820039163431012,0.7358227225968463,10.476094327789763
4,0,3,0.7149879558453262,0.8776069757990722,8.97641629854532
5,0,3,0.008659271417291059,0.09183076676125856,4.500334782350165
